	dir	ns	predicate	expanded	description
795	misinformation-website-label	misinformation-website-label	fake-news	Fake news	Sources that fabricate information, disseminate deceptive content, or grossly distort actual news reports
796	misinformation-website-label	misinformation-website-label	satire	Satire	Sources that use humor, irony, exaggeration, ridicule, and false information to comment current events
797	misinformation-website-label	misinformation-website-label	extreme-bias	'Extreme' Bias	Sources that come from a particular point of view and may rely on propaganda, decontextualized information, opinions distorded as facts
798	misinformation-website-label	misinformation-website-label	conspiracy	Conspiracy	Sources that are well-known promoters of kooky conspiracy theories. Ex: 9/11 conspiracies, chem-trails, lizard people in the sewer systems, birther rumors, flat earth theory fluoride as mind control, vaccines as mind control etc
799	misinformation-website-label	misinformation-website-label	rumor	Rumor Mill	Sources that traffic in rumors, gossip, innuendo, unverified claims
800	misinformation-website-label	misinformation-website-label	state-news	State News	Sources in repressive states operating under government sanction
801	misinformation-website-label	misinformation-website-label	junk-sciences	Junk Sciences	Sources that promotes pseudo-sciences, metaphysics, naturalistic fallacies, and other scientificallt dubious claims
802	misinformation-website-label	misinformation-website-label	hate-news	Hate News	Sources that promote racism, misogyny, homophobia, and other forms of discrimination
803	misinformation-website-label	misinformation-website-label	clickbait	Clickbait	Sources that provide generally credible content, but use exaggerated, misleading, OR questionable headlines, social media descriptions, and/or images.  These sources may also use sensational language to generate interest, clickthroughs, and shares, but their content is typically verifiable
804	misinformation-website-label	misinformation-website-label	proceed-with-caution	Proceed with caution-unreliable	Sources that may be reliable but whose contents require further verification or to be read in conjunction with other sources
805	misinformation-website-label	misinformation-website-label	political	Political	Sources that provide generally verifiable information in support of certain points of view or political orientations
806	misinformation-website-label	misinformation-website-label	credible	Credible-reliable	Sources that circulate news and information in a manner consistent with traditional and ethical practices in journalism
807	misinformation-website-label	misinformation-website-label	unknown	Unknown-unidentified	Sources that have not yet been analyzed (many of these were suggested by readers/users or are found on other lists and resources).
808	maec-malware-obfuscation-methods	maec-malware-obfuscation-methods	maec-obfuscation-methods	MAEC Obfuscation methods	
809	type	type	OSINT	Open Source Intelligence	gathered from open sources
810	type	type	SIGINT	Signal Intelligence	gathered from interception of signals
811	type	type	TECHINT	Technical Intelligence	gathered from analysis of weapons and equipment used by the armed forces of foreign nations, or environmental conditions
812	type	type	CYBINT	Cyberspace Intelligence	gathered from active or passive exploitation (CNE) in the cyberspace
813	type	type	DNINT	Digital Network Intelligence	gathered from active or passive expoilation (CNE) in the digital network.
814	type	type	HUMINT	Human Intelligence	gathered from a person in the location in question
815	type	type	MEDINT	Medical Intelligence	gathered from analysis of medical records and/or actual physiological examinations to determine health and/or particular ailments/allergetic conditions for consideration
816	type	type	GEOINT	Geospatial Intelligence	gathered from satellite, aerial photography, mapping/terrain data
817	type	type	IMINT	Imagery Intelligence	gathered from satellite and aerial photography
818	type	type	MASINT	Measurement and signature intelligence	gathered from electro-optical, nuclear survey, geophysical measurements, radar, materials analysis
819	type	type	FININT	Financial Intelligence	gathered from analysis of monetary or financial transactions
820	tor	tor	tor-relay-type	Tor Relay Type	
821	DML	DML	8	Goals	"If the actor is part of a larger organized operation they may be receiving their goals from a higher level source or handler.  Depending on how organized and sophisticated the adversary's campaigns are, these goals may not even be shared with the operator(s) themselves.  In cases of non-targeted threat actors, this may be much less organized or distributed.
Goals are nearly impossible to detect (directly) but they're almost always the toughest question C-level leaders ask about post-breach.  ""Who was it and why?""  These kinds of questions can never truthfully be answered unless you're operating at Detection Maturity Level 8 against your adversary and can prove reliably that you know what their goals are.  Short of that, it's guessing at what the adversary's true intentions were based on behavioral observations made at lower DMLs (e.g. data stolen, directories listed, employees or programs targeted, etc).  I anticipate less than a handful of organizations truly operate at this level, consistently, against the threat actors they  face because it's nearly impossible to detect based on goals alone.  "
822	DML	DML	7	Strategy	" If the adversary's high level goal is to ""replicate Acme Company's Super Awesome Product Foo in 2 years or less"" their supporting strategies might include: 
1.  Implant physical persons into the companies that produce this technology, in positions with physical access to the information necessary to fulfill this goal.
2.  Compromise these organizations via cyber attack, and exfiltrate data from the systems containing the information necessary to fulfill this goal.
For less targeted attacks, the strategy may be completely different, with shorter durations or different objectives. The important distinguishing factor about Goals (DML-8) and Strategy (DML-7) is that they are largely subjective in nature.  They are very non-technical, and are often reflective of the adversary's (or their handler's) true intentions (and strategies for fulfilling those intentions).  They represent what the adversary wants.  For these reasons, they are not easily detectable via conventional cyber means for most private organizations.   It's very common for DML-8 or DML-7 to not even be on the day-to-day radar of most Detection or Response specialists, and if they are it's typically in the context of having received a strategic intelligence report from an intelligence source about the adversary."
823	DML	DML	6	Tactics	To successfully operate at DML-6, one must be able to reliably detect a tactic being employed regardless of the Technique or Procedure used by the adversary, the Tools they chose to use, or the Artifacts and Atomic Indicators left behind as a result of employing the tactic.  While this may sound impossible on the surface, it absolutely is possible.   In nearly all cases, tactics are not detected directly by a single indicator or artifact serving as the smoking gun, or a single detection signature or analytic technique.   Tactics become known only after observation of multiple activities in aggregate, with respect to time and circumstance.  As a result, detection of tactics are usually done by skilled analysts, rather than technical correlation or analytics systems.
824	DML	DML	5	Techniques	From a maturity perspective, being able to detect an adversary's techniques is superior to being able to detect their procedures.   The primary difference being techniques are specific to an individual.  So when respecting this distinction, the ability to detect a specific actor operating within your environment by technique exclusively is an advantage.   The best analogy to this is a rifled barrel, which leaves uniquely identifiable characteristics in the side of a bullet. Because of this, ballistics specialists can forensically match a spent round to the exact weapon from which it was fired with a high degree of certainty. Not just any weapon by calibur or model, but the exact weapon used to fire that specific round.  Human beings are creatures of habit, and most adversaries aren't aware of the fact that every time they attack they're leaving evidence of their personal techniques behind for us to find. The same applies for the tool builders writing the tools these adversaries use.  It's our obligation to find these distinctions and ensure we're looking for them.  It's personal behavior and habits that are the hardest for humans to change, so put the hurt on your adversaries by finding creative ways to detect their behaviors and habits in your environment.    
825	DML	DML	4	Procedures	"Given today's detection technology, and readily available correlation and analytics techniques, it's amazing that more organizations haven't reached Detection Maturity Level 4 for most of their adversaries.  Procedures are one of the most effective ways of detecting adversary activity and can really inflict the most pain against lesser experienced ""B-teams"".   In it's most simple form, detecting a procedure is as simple as detecting a sequence of two or more of the individual steps employed by the actor.  The goal here is to isolate activities that the adversary appears to perform methodically, two or more times during an incident. "
826	DML	DML	3	Tools	"Being able to detect at DML-3 means you can reliably detect the adversary's tools, regardless of minor functionality changes to the tool, or the Artifacts or Atomic Indicators it may leave behind.   Detecting tools falls into two main areas.  The first is detecting the transfer and presence of the tool.  This includes being able to observe the tool being transferred over the network, being able to locate it sitting at rest on a file system, or being able to identify it loaded in memory.
The second, and more important area of tool detection, is detecting the tool reliably by functionality.  For example, let's take a given webshell that has 25 functions.  If we want to claim DML-3 level detection for this webshell we have to exercise each of those 25 functions and understand what each of them do.  What do they look like at the host, network, and event log level when they are exercised?  We then aim to build detections for as many of those 25 functions across those data domains as we possibly can, reliably, balancing false positives and other constraints.  The reason behind this is simple, we want to be able to detect this version of the tool and as many future variants of the tool as we can by function that it performs.  If the adversary decides to change up 5 of the 25 functions for which we have detections, we're still detecting the entire tool.  In order for the adversary to use this tool completely undetected in our environment, they'll be forced to change every one of those functions; or at least the ones that we were able to reliably build detections against. "
827	DML	DML	2	Host & Network Artifacts	"DML-2 is where most organizations spend too much of their resources; attempting to collect what they call ""threat intelligence"" in the form of Host & Network Artifacts.  The reality is, these are merely just indicators that are observed either during or after the attack.   They're like symptoms of the flu but not the flu itself.   I often use the analogy ""chasing the vapor trail"" when I think of DML-2 because chasing after Host & Network Artifacts is much like chasing the vapor trail behind an aircraft.  We know the enemy aircraft is up there in front of us somewhere, if we just keep chasing this vapor trial we'll eventually catch up to the aircraft and find our enemy right?  Wrong.  Having a mature detection and response program means your operating above DML-2 and you're actually locked onto the aircraft itself.  You know how it operates, you know what it's capabilities are, you know the Tactics, Techniques, and Procedures of it's pilot and you can almost predict what it's next moves might be.   This is precisely why good Cyber Intelligence Analysts will almost never attribute activity to a specific threat actor, group, or country based on just Host & Network Artifacts alone; they understand this DML concept and realize when they're likely just staring at the vapor trail.  They understand that in reality the vapor trail (indicators) could be from any number of aircraft (tools), with any number of pilots (actors) behind the stick."
828	DML	DML	1	Atomic IOCs	"These are the atomic particles that make up Host & Network artifacts.  If you're detecting at Detection Maturity Level 1, it means you are probably taking ""feeds of intel"" from various sharing organizations and vendors in the form of lists, like domains and IP addresses, and feeding them into your detection technologies.   Let me be clear on my position here.  There are a few, and I mean a very precious few, circumstances where this makes sense and can be done reliably.  These are edge cases where specific atomic indicators have a high enough ""shelf life"" where it makes sense to go ahead and create detection capabilities from them.  Examples of this include unique strings found inside a binary, or perhaps an adversary is foolish enough to sit on the same recon, delivery, C2, or exfiltration infrastructure allowing you to detect reliably on their domain names or IP addresses.  These might be viable cases where detecting on atomic indicator alone makes sense.   Unfortunately, for the remaining 99% of the time, attempting to detect on this kind of data is suboptimal, for a number of reasons."
829	DML	DML	0	None or Unknown	For organizations who either don't operate at DML-1 or higher, or they don't even know where they operate on this scale, we have Detection Maturity Level - 0.   Instead of pointing out all the negative things associated with this level, I'll take the high road and lend a bit of positive encouragement.   Congratulations, you are at ground zero.  It can only get better from here.
830	collaborative-intelligence	collaborative-intelligence	request	Request	Request predicate covers all the requests which can be done by analysts or organisations willing to get additional information to support their analysis.
